time,close
2009-11-25,2206359000000
2009-12-02,2204074000000
2009-12-09,2186383000000
2009-12-16,2235763000000
2009-12-23,2235803000000
2009-12-30,2234067000000
2010-01-06,2235304000000
2010-01-13,2291700000000
2010-01-20,2251806000000
2010-01-27,2246886000000
2010-02-03,2249319000000
2010-02-10,2256679000000
2010-02-17,2277574000000
2010-02-24,2286127000000
2010-03-03,2280147000000
2010-03-10,2282474000000
2010-03-17,2307997000000
2010-03-24,2313149000000
2010-03-31,2307150000000
2010-04-07,2307575000000
2010-04-14,2339345000000
2010-04-21,2337556000000
2010-04-28,2330472000000
2010-05-05,2326164000000
2010-05-12,2336103000000
2010-05-19,2350890000000
2010-05-26,2334041000000
2010-06-02,2336216000000
2010-06-09,2331529000000
2010-06-16,2344316000000
2010-06-23,2344497000000
2010-06-30,2330851000000
2010-07-07,2332017000000
2010-07-14,2340717000000
2010-07-21,2332322000000
2010-07-28,2325298000000
2010-08-04,2326479000000
2010-08-11,2327533000000
2010-08-18,2313662000000
2010-08-25,2301015000000
2010-09-01,2301996000000
2010-09-08,2305802000000
2010-09-15,2296079000000
2010-09-22,2307171000000
2010-09-29,2298691000000
2010-10-06,2308092000000
2010-10-13,2309885000000
2010-10-20,2305227000000
2010-10-27,2295392000000
2010-11-03,2300353000000
2010-11-10,2312768000000
2010-11-17,2314757000000
2010-11-24,2346001000000
2010-12-01,2346920000000
2010-12-08,2382294000000
2010-12-15,2385754000000
2010-12-22,2427921000000
2010-12-29,2420570000000
2011-01-05,2436064000000
2011-01-12,2468131000000
2011-01-19,2425164000000
2011-01-26,2443527000000
2011-02-02,2469419000000
2011-02-09,2500481000000
2011-02-16,2508868000000
2011-02-23,2533221000000
2011-03-02,2545119000000
2011-03-09,2577076000000
2011-03-16,2583046000000
2011-03-23,2601341000000
2011-03-30,2622523000000
2011-04-06,2648676000000
2011-04-13,2665408000000
2011-04-20,2685782000000
2011-04-27,2690985000000
2011-05-04,2718757000000
2011-05-11,2744498000000
2011-05-18,2758009000000
2011-05-25,2774996000000
2011-06-01,2788723000000
2011-06-08,2811206000000
2011-06-15,2827549000000
2011-06-22,2856403000000
2011-06-29,2865251000000
2011-07-06,2870103000000
2011-07-13,2878074000000
2011-07-20,2871301000000
2011-07-27,2863576000000
2011-08-03,2867215000000
2011-08-10,2872423000000
2011-08-17,2857906000000
2011-08-24,2859433000000
2011-08-31,2853888000000
2011-09-07,2858660000000
2011-09-14,2863540000000
2011-09-21,2857747000000
2011-09-28,2850921000000
2011-10-05,2859701000000
2011-10-12,2860822000000
2011-10-19,2852390000000
2011-10-26,2845685000000
2011-11-02,2822034000000
2011-11-09,2839786000000
2011-11-16,2831576000000
2011-11-23,2821980000000
2011-11-30,2814235000000
2011-12-07,2820691000000
2011-12-14,2902488000000
2011-12-21,2916085000000
2011-12-28,2926095000000
2012-01-04,2917689000000
2012-01-11,2899149000000
2012-01-18,2919423000000
2012-01-25,2919545000000
2012-02-01,2924947000000
2012-02-08,2928275000000
2012-02-15,2937893000000
2012-02-22,2932813000000
2012-02-29,2925722000000
2012-03-07,2884747000000
2012-03-14,2893560000000
2012-03-21,2892646000000
2012-03-28,2878137000000
2012-04-04,2865478000000
2012-04-11,2867200000000
2012-04-18,2875470000000
2012-04-25,2866561000000
2012-05-02,2864280000000
2012-05-09,2864150000000
2012-05-16,2850984000000
2012-05-23,2859495000000
2012-05-30,2842654000000
2012-06-06,2852018000000
2012-06-13,2869071000000
2012-06-20,2870846000000
2012-06-27,2863547000000
2012-07-04,2865858000000
2012-07-11,2866279000000
2012-07-18,2855807000000
2012-07-25,2846757000000
2012-08-01,2851118000000
2012-08-08,2856181000000
2012-08-15,2833317000000
2012-08-22,2825661000000
2012-08-29,2812806000000
2012-09-05,2822169000000
2012-09-12,2823448000000
2012-09-19,2821574000000
2012-09-26,2804457000000
2012-10-03,2808512000000
2012-10-10,2811623000000
2012-10-17,2846920000000
2012-10-24,2840964000000
2012-10-31,2823137000000
2012-11-07,2830791000000
2012-11-14,2877244000000
2012-11-21,2871161000000
2012-11-28,2851362000000
2012-12-05,2859807000000
2012-12-12,2917260000000
2012-12-19,2920231000000
2012-12-26,2907300000000
2013-01-02,2917189000000
2013-01-09,2928728000000
2013-01-16,2963812000000
2013-01-23,3011697000000
2013-01-30,3008704000000
2013-02-06,3014975000000
2013-02-13,3074225000000
2013-02-20,3095150000000
2013-02-27,3090600000000
2013-03-06,3108805000000
2013-03-13,3165396000000
2013-03-20,3206888000000
2013-03-27,3202256000000
2013-04-03,3215432000000
2013-04-10,3227762000000
2013-04-17,3295109000000
2013-04-24,3318649000000
2013-05-01,3317194000000
2013-05-08,3324615000000
2013-05-15,3354269000000
2013-05-22,3398713000000
2013-05-29,3385128000000
2013-06-05,3400183000000
2013-06-12,3410842000000
2013-06-19,3470530000000
2013-06-26,3478672000000
2013-07-03,3492742000000
2013-07-10,3504095000000
2013-07-17,3537861000000
2013-07-24,3574574000000
2013-07-31,3571797000000
2013-08-07,3585359000000
2013-08-14,3646323000000
2013-08-21,3645668000000
2013-08-28,3644456000000
2013-09-04,3654182000000
2013-09-11,3662035000000
2013-09-18,3722192000000
2013-09-25,3734018000000
2013-10-02,3747387000000
2013-10-09,3758663000000
2013-10-16,3813599000000
2013-10-23,3839033000000
2013-10-30,3843396000000
2013-11-06,3851623000000
2013-11-13,3907424000000
2013-11-20,3906620000000
2013-11-27,3925876000000
2013-12-04,3932626000000
2013-12-11,3993955000000
2013-12-18,4008062000000
2013-12-25,4032575000000
2014-01-01,4023640000000
2014-01-08,4028185000000
2014-01-15,4071528000000
2014-01-22,4097914000000
2014-01-29,4102138000000
2014-02-05,4109285000000
2014-02-12,4119474000000
2014-02-19,4149224000000
2014-02-26,4159972000000
2014-03-05,4171762000000
2014-03-12,4181361000000
2014-03-19,4222081000000
2014-03-26,4226971000000
2014-04-02,4236441000000
2014-04-09,4244188000000
2014-04-16,4283967000000
2014-04-23,4296339000000
2014-04-30,4296049000000
2014-05-07,4303143000000
2014-05-14,4336649000000
2014-05-21,4327560000000
2014-05-28,4322654000000
2014-06-04,4330917000000
2014-06-11,4340904000000
2014-06-18,4368168000000
2014-06-25,4368348000000
2014-07-02,4377031000000
2014-07-09,4383401000000
2014-07-16,4398201000000
2014-07-23,4410746000000
2014-07-30,4406637000000
2014-08-06,4410111000000
2014-08-13,4431923000000
2014-08-20,4412924000000
2014-08-27,4413736000000
2014-09-03,4415587000000
2014-09-10,4421408000000
2014-09-17,4449588000000
2014-09-24,4459050000000
2014-10-01,4450260000000
2014-10-08,4455403000000
2014-10-15,4474360000000
2014-10-22,4481616000000
2014-10-29,4486754000000
2014-11-05,4486585000000
2014-11-12,4488895000000
2014-11-19,4492759000000
2014-11-26,4485931000000
2014-12-03,4486190000000
2014-12-10,4488865000000
2014-12-17,4502247000000
2014-12-24,4509462000000
2014-12-31,4497660000000
2015-01-07,4499524000000
2015-01-14,4516077000000
2015-01-21,4512936000000
2015-01-28,4500064000000
2015-02-04,4500348000000
2015-02-11,4501685000000
2015-02-18,4496851000000
2015-02-25,4486725000000
2015-03-04,4487583000000
2015-03-11,4489279000000
2015-03-18,4495888000000
2015-03-25,4480603000000
2015-04-01,4481799000000
2015-04-08,4483419000000
2015-04-15,4485366000000
2015-04-22,4489695000000
2015-04-29,4471499000000
2015-05-06,4472703000000
2015-05-13,4501188000000
2015-05-20,4480384000000
2015-05-27,4463981000000
2015-06-03,4465360000000
2015-06-10,4468005000000
2015-06-17,4487817000000
2015-06-24,4495055000000
2015-07-01,4479130000000
2015-07-08,4481289000000
2015-07-15,4493605000000
2015-07-22,4500503000000
2015-07-29,4485480000000
2015-08-05,4486329000000
2015-08-12,4489250000000
2015-08-19,4487208000000
2015-08-26,4475105000000
2015-09-02,4475886000000
2015-09-09,4478213000000
2015-09-16,4487809000000
2015-09-23,4497484000000
2015-09-30,4484111000000
2015-10-07,4486185000000
2015-10-14,4504704000000
2015-10-21,4501372000000
2015-10-28,4489339000000
2015-11-04,4489702000000
2015-11-11,4492012000000
2015-11-18,4486721000000
2015-11-25,4477088000000
2015-12-02,4478069000000
2015-12-09,4480436000000
2015-12-16,4489593000000
2015-12-23,4496523000000
2015-12-30,4486587000000
2016-01-06,4486606000000
2016-01-13,4501695000000
2016-01-20,4488840000000
2016-01-27,4482349000000
2016-02-03,4483495000000
2016-02-10,4486278000000
2016-02-17,4483629000000
2016-02-24,4489796000000
2016-03-02,4478485000000
2016-03-09,4481083000000
2016-03-16,4486333000000
2016-03-23,4492857000000
2016-03-30,4482840000000
2016-04-06,4484069000000
2016-04-13,4499729000000
2016-04-20,4490131000000
2016-04-27,4474665000000
2016-05-04,4477270000000
2016-05-11,4478411000000
2016-05-18,4473741000000
2016-05-25,4461111000000
2016-06-01,4461393000000
2016-06-08,4463542000000
2016-06-15,4472817000000
2016-06-22,4482009000000
2016-06-29,4466482000000
2016-07-06,4470605000000
2016-07-13,4472202000000
2016-07-20,4480973000000
2016-07-27,4464498000000
2016-08-03,4466793000000
2016-08-10,4468929000000
2016-08-17,4466476000000
2016-08-24,4473840000000
2016-08-31,4457907000000
2016-09-07,4459394000000
2016-09-14,4481635000000
2016-09-21,4473032000000
2016-09-28,4452002000000
2016-10-05,4459407000000
2016-10-12,4457698000000
2016-10-19,4467382000000
2016-10-26,4454326000000
2016-11-02,4453087000000
2016-11-09,4455087000000
2016-11-16,4453633000000
2016-11-23,4465782000000
2016-11-30,4446307000000
2016-12-07,4448618000000
2016-12-14,4470973000000
2016-12-21,4469089000000
2016-12-28,4451451000000
2017-01-04,4453101000000
2017-01-11,4452509000000
2017-01-18,4460758000000
2017-01-25,4452838000000
2017-02-01,4453881000000
2017-02-08,4456236000000
2017-02-15,4454676000000
2017-02-22,4468702000000
2017-03-01,4458018000000
2017-03-08,4459840000000
2017-03-15,4469577000000
2017-03-22,4478236000000
2017-03-29,4469618000000
2017-04-05,4474634000000
2017-04-12,4484492000000
2017-04-19,4479270000000
2017-04-26,4470142000000
2017-05-03,4471246000000
2017-05-10,4473459000000
2017-05-17,4467108000000
2017-05-24,4470852000000
2017-05-31,4459914000000
2017-06-07,4462443000000
2017-06-14,4476269000000
2017-06-21,4474257000000
2017-06-28,4463347000000
2017-07-05,4467272000000
2017-07-12,4466702000000
2017-07-19,4476903000000
2017-07-26,4465284000000
2017-08-02,4466846000000
2017-08-09,4469083000000
2017-08-16,4462871000000
2017-08-23,4463837000000
2017-08-30,4452360000000
2017-09-06,4453474000000
2017-09-13,4471174000000
2017-09-20,4458576000000
2017-09-27,4455661000000
2017-10-04,4460422000000
2017-10-11,4459415000000
2017-10-18,4469723000000
2017-10-25,4461117000000
2017-11-01,4455887000000
2017-11-08,4458552000000
2017-11-15,4448289000000
2017-11-22,4450615000000
2017-11-29,4438592000000
2017-12-06,4437148000000
2017-12-13,4452726000000
2017-12-20,4447470000000
2017-12-27,4448680000000
2018-01-03,4443718000000
2018-01-10,4446062000000
2018-01-17,4439145000000
2018-01-24,4441317000000
2018-01-31,4419225000000
2018-02-07,4420745000000
2018-02-14,4434863000000
2018-02-21,4411660000000
2018-02-28,4393401000000
2018-03-07,4396097000000
2018-03-14,4407258000000
2018-03-21,4401222000000
2018-03-28,4392198000000
2018-04-04,4386104000000
2018-04-11,4383684000000
2018-04-18,4385903000000
2018-04-25,4372886000000
2018-05-02,4356129000000
2018-05-09,4358207000000
2018-05-16,4337609000000
2018-05-23,4337301000000
2018-05-30,4327519000000
2018-06-06,4319191000000
2018-06-13,4324906000000
2018-06-20,4315896000000
2018-06-27,4305491000000
2018-07-04,4289764000000
2018-07-11,4291201000000
2018-07-18,4291615000000
2018-07-25,4277681000000
2018-08-01,4255653000000
2018-08-08,4258030000000
2018-08-15,4228924000000
2018-08-22,4228818000000
2018-08-29,4218914000000
2018-09-05,4208496000000
2018-09-12,4210812000000
2018-09-19,4208059000000
2018-09-26,4192909000000
2018-10-03,4174704000000
2018-10-10,4176906000000
2018-10-17,4175446000000
2018-10-24,4173070000000
2018-10-31,4139731000000
2018-11-07,4141936000000
2018-11-14,4145892000000
2018-11-21,4106198000000
2018-11-28,4097170000000
2018-12-05,4086044000000
2018-12-12,4088314000000
2018-12-19,4084274000000
2018-12-26,4075636000000
2019-01-02,4058378000000
2019-01-09,4056563000000
2019-01-16,4050044000000
2019-01-23,4047052000000
2019-01-30,4039678000000
2019-02-06,4026350000000
2019-02-13,4028431000000
2019-02-20,3981420000000
2019-02-27,3974590000000
2019-03-06,3969134000000
2019-03-13,3971559000000
2019-03-20,3962748000000
2019-03-27,3955617000000
2019-04-03,3935509000000
2019-04-10,3936784000000
2019-04-17,3931827000000
2019-04-24,3928273000000
2019-05-01,3889691000000
2019-05-08,3892216000000
2019-05-15,3864749000000
2019-05-22,3860435000000
2019-05-29,3851444000000
2019-06-05,3847645000000
2019-06-12,3849955000000
2019-06-19,3844016000000
2019-06-26,3826817000000
2019-07-03,3813198000000
2019-07-10,3815038000000
2019-07-17,3808110000000
2019-07-24,3803436000000
2019-07-31,3779102000000
2019-08-07,3781543000000
2019-08-14,3786018000000
2019-08-21,3764866000000
2019-08-28,3759946000000
2019-09-04,3761508000000
2019-09-11,3769673000000
2019-09-18,3844695000000
2019-09-25,3857715000000
2019-10-02,3945831000000
2019-10-09,3949955000000
2019-10-16,3966471000000
2019-10-23,3968700000000
2019-10-30,4019823000000
2019-11-06,4039443000000
2019-11-13,4047882000000
2019-11-20,4030249000000
2019-11-27,4052875000000
2019-12-04,4065696000000
2019-12-11,4095491000000
2019-12-18,4137052000000
2019-12-25,4165591000000
2020-01-01,4173626000000
2020-01-08,4149544000000
2020-01-15,4175850000000
2020-01-22,4145912000000
2020-01-29,4151630000000
2020-02-05,4166707000000
2020-02-12,4182689000000
2020-02-19,4171570000000
2020-02-26,4158637000000
2020-03-04,4241507000000
2020-03-11,4311911000000
2020-03-18,4668212000000
2020-03-25,5254278000000
2020-04-01,5811607000000
2020-04-08,6083141000000
2020-04-15,6367887000000
2020-04-22,6573136000000
2020-04-29,6655929000000
2020-05-06,6721420000000
2020-05-13,6934227000000
2020-05-20,7037258000000
2020-05-27,7097316000000
2020-06-03,7165217000000
2020-06-10,7168936000000
2020-06-17,7094690000000
2020-06-24,7082302000000
2020-07-01,7009040000000
2020-07-08,6920716000000
2020-07-15,6958604000000
2020-07-22,6964755000000
2020-07-29,6949032000000
2020-08-05,6945237000000
2020-08-12,6957277000000
2020-08-19,7010637000000
2020-08-26,6990418000000
2020-09-02,7017492000000
2020-09-09,7010614000000
2020-09-16,7064475000000
2020-09-23,7093161000000
2020-09-30,7056129000000
2020-10-07,7074649000000
2020-10-14,7151426000000
2020-10-21,7177265000000
2020-10-28,7146306000000
2020-11-04,7157479000000
2020-11-11,7175417000000
2020-11-18,7243080000000
2020-11-25,7216480000000
2020-12-02,7222414000000
2020-12-09,7242658000000
2020-12-16,7362592000000
2020-12-23,7404039000000
2020-12-30,7363351000000
2021-01-06,7334809000000
2021-01-13,7333968000000
2021-01-20,7414942000000
2021-01-27,7404926000000
2021-02-03,7410598000000
2021-02-10,7442225000000
2021-02-17,7557402000000
2021-02-24,7590111000000
2021-03-03,7557524000000
2021-03-10,7579901000000
2021-03-17,7693506000000
2021-03-24,7719622000000
2021-03-31,7688988000000
2021-04-07,7708882000000
2021-04-14,7793104000000
2021-04-21,7820948000000
2021-04-28,7780962000000
2021-05-05,7810486000000
2021-05-12,7830663000000
2021-05-19,7922883000000
2021-05-26,7903541000000
2021-06-02,7935703000000
2021-06-09,7952327000000
2021-06-16,8064257000000
2021-06-23,8101945000000
2021-06-30,8078544000000
2021-07-07,8097773000000
2021-07-14,8201651000000
2021-07-21,8240530000000
2021-07-28,8221473000000
2021-08-04,8235073000000
2021-08-11,8257159000000
2021-08-18,8342598000000
2021-08-25,8332743000000
2021-09-01,8349173000000
2021-09-08,8357314000000
2021-09-15,8448770000000
2021-09-22,8489824000000
2021-09-29,8447981000000
2021-10-06,8464032000000
2021-10-13,8480942000000
2021-10-20,8564943000000
2021-10-27,8556181000000
2021-11-03,8574871000000
2021-11-10,8663117000000
2021-11-17,8674970000000
2021-11-24,8681771000000
2021-12-01,8650402000000
2021-12-08,8664524000000
2021-12-15,8756666000000
2021-12-22,8790495000000
2021-12-29,8757460000000
2022-01-05,8765721000000
2022-01-12,8788278000000
2022-01-19,8867834000000
2022-01-26,8860485000000
2022-02-02,8873211000000
2022-02-09,8878009000000
2022-02-16,8911033000000
2022-02-23,8928129000000
2022-03-02,8904455000000
2022-03-09,8910748000000
2022-03-16,8954306000000
2022-03-23,8962474000000
2022-03-30,8937142000000
2022-04-06,8937592000000
2022-04-13,8965487000000
2022-04-20,8955851000000
2022-04-27,8939199000000
2022-05-04,8939972000000
2022-05-11,8942008000000
2022-05-18,8945898000000
2022-05-25,8914281000000
2022-06-01,8915050000000
2022-06-08,8918254000000
2022-06-15,8932420000000
2022-06-22,8934346000000
2022-06-29,8913553000000
2022-07-06,8891851000000
2022-07-13,8895867000000
2022-07-20,8899213000000
2022-07-27,8890004000000
2022-08-03,8874620000000
2022-08-10,8879138000000
2022-08-17,8849762000000
2022-08-24,8851436000000
2022-08-31,8826093000000
2022-09-07,8822401000000
2022-09-14,8832759000000
2022-09-21,8816802000000
2022-09-28,8795567000000
2022-10-05,8759053000000
2022-10-12,8758969000000
2022-10-19,8743922000000
2022-10-26,8723090000000
2022-11-02,8676870000000
2022-11-09,8678886000000
2022-11-16,8625620000000
2022-11-23,8621390000000
2022-11-30,8584576000000
2022-12-07,8582735000000
2022-12-14,8583413000000
2022-12-21,8564411000000
2022-12-28,8551169000000
2023-01-04,8507429000000
2023-01-11,8508587000000
2023-01-18,8489039000000
2023-01-25,8470557000000
2023-02-01,8433610000000
2023-02-08,8435369000000
2023-02-15,8384767000000
2023-02-22,8382190000000
2023-03-01,8339684000000
2023-03-08,8342283000000
2023-03-15,8639300000000
2023-03-22,8733787000000
2023-03-29,8705942000000
2023-04-05,8632384000000
2023-04-12,8614797000000
2023-04-19,8593263000000
2023-04-26,8562768000000
2023-05-03,8503994000000
2023-05-10,8503017000000
2023-05-17,8456760000000
2023-05-24,8436255000000
2023-05-31,8385854000000
2023-06-07,8389325000000
2023-06-14,8388323000000
2023-06-21,8362060000000
2023-06-28,8340914000000
2023-07-05,8298312000000
2023-07-12,8296923000000
2023-07-19,8274552000000
2023-07-26,8243344000000
2023-08-02,8206764000000
2023-08-09,8208241000000
2023-08-16,8145727000000
2023-08-23,8139066000000
2023-08-30,8121316000000
2023-09-06,8101318000000
2023-09-13,8098779000000
2023-09-20,8024090000000
2023-09-27,8002064000000
2023-10-04,7955782000000
2023-10-11,7952054000000
2023-10-18,7933162000000
2023-10-25,7907830000000
2023-11-01,7866664000000
2023-11-08,7860691000000
2023-11-15,7814991000000
2023-11-22,7810814000000
2023-11-29,7796145000000
2023-12-06,7737385000000
2023-12-13,7739566000000
2023-12-20,7724063000000
2023-12-27,7712781000000
2024-01-03,7681024000000
2024-01-10,7686710000000
2024-01-17,7673741000000
2024-01-24,7677230000000
2024-01-31,7630124000000
2024-02-07,7631300000000
2024-02-14,7633874000000
2024-02-21,7581683000000
2024-02-28,7567807000000
2024-03-06,7538857000000
2024-03-13,7541969000000
2024-03-20,7514348000000
2024-03-27,7484739000000
2024-04-03,7439558000000
2024-04-10,7438176000000
2024-04-17,7405506000000
2024-04-24,7402434000000
2024-05-01,7362474000000
2024-05-08,7353408000000
2024-05-15,7304272000000
2024-05-22,7299566000000
2024-05-29,7284319000000
2024-06-05,7255687000000
2024-06-12,7258974000000
2024-06-19,7252542000000
2024-06-26,7231163000000
2024-07-03,7221520000000
2024-07-10,7224079000000
2024-07-17,7208247000000
2024-07-24,7205455000000
2024-07-31,7178391000000
2024-08-07,7175256000000
2024-08-14,7177688000000
2024-08-21,7139952000000
2024-08-28,7123238000000
2024-09-04,7112567000000
2024-09-11,7115001000000
2024-09-18,7109137000000
2024-09-25,7080059000000
2024-10-02,7046925000000
2024-10-09,7046840000000
2024-10-16,7039284000000
2024-10-23,7029408000000
2024-10-30,7013490000000
2024-11-06,6994299000000
2024-11-13,6967108000000
2024-11-20,6923731000000
2024-11-27,6905140000000
2024-12-04,6895827000000
2024-12-11,6897485000000
2024-12-18,6889332000000
2024-12-25,6885963000000
2025-01-01,6852491000000
2025-01-08,6853554000000
2025-01-15,6834070000000
2025-01-22,6831760000000
2025-01-29,6818186000000
2025-02-05,6810935000000
2025-02-12,6813513000000
2025-02-19,6782332000000
2025-02-26,6766101000000
2025-03-05,6756764000000
2025-03-12,6759571000000
2025-03-19,6755982000000
2025-03-26,6740253000000
2025-04-02,6723452000000
2025-04-09,6727416000000
2025-04-16,6727113000000
2025-04-23,6726930000000
2025-04-30,6709277000000
2025-05-07,6710889000000
2025-05-14,6713270000000
2025-05-21,6688726000000
2025-05-28,6673244000000
2025-06-03,6672885000000
2025-06-11,6677155000000
2025-06-18,6681056000000
2025-06-25,6662200000000
2025-07-03,6659598000000
2025-07-09,6661912000000
2025-07-16,6659273000000
2025-07-23,6657715000000
2025-07-30,6642578000000
2025-08-06,6640843000000
2025-08-13,6643615000000
2025-08-20,6618415000000
2025-08-27,6603384000000
2025-09-03,6602071000000
2025-09-10,6605962000000
2025-09-17,6608597000000
2025-09-24,6608395000000
2025-10-01,6587119000000
2025-10-08,6590815000000
2025-10-15,6596454000000
2025-10-22,6589533000000
2025-10-29,6587034000000
2025-11-05,6572732000000
2025-11-12,6580462000000
2025-11-19,6555283000000
2025-11-26,6552419000000
2025-12-03,6535781000000
2025-12-10,6539303000000
2025-12-17,6556861000000
2025-12-24,6581231000000
2025-12-31,6640618000000
2026-01-07,6573602000000
2026-01-14,6581700000000
2026-01-21,6584580000000
2026-01-28,6587568000000